product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,social connectedness,environment,self_sufficiency,transparency_authenticity,tradition,individuality,diversity_equality,privacy,status,thrift_value,innovation,fun_adventure,health
"Kirkland Signature Sleep Aid Doxylamine Succinate 25 Mg, 192-Count",Health & Personal Care,5,0,0,N,Y,Great Value; good results,"This product was recommended by a friend. I'm glad to have it. Has none of the problems associated with Rx sleep aids. I just take half a pill od Sleep Aid. The pills are scored, so they're easy to break in half.",4/30/2015,1,0,0,0,0,0,0,0,0,1,0,0,1
BaiLe Love Kits Waterproof Flirting Suits Controller Bead Anal Penis with Erotic Dice,Health & Personal Care,3,0,0,N,Y,Three Stars,Nice strart,11/17/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
ManUp! XXL - Top Rated Male Enhancement - Testosterone Boosting Natural Herbal Supplement for Men - 60 Tablets / Pills,Health & Personal Care,5,1,1,N,N,Who says someone can be too excited?!,"In my opinion, its worth the money. If they increase the price, I'd still buy it. I did gain a few pounds of muscle because of the higher levels of testosteron.. A couple noticeable effects other than probably a slight placebo effect that helped in the gym.<br />Definitely increased my libido and made me more excited in the bedroom. Wifey loved that.<br />Worth trying! That's for sure",4/25/2014,0,0,0,0,0,0,0,0,0,1,0,0,1
"JOBST Relief Compression Support Knee High 20-30mmHg with Silicone Band , Closed Toe, M, Beige",Health & Personal Care,5,1,1,N,Y,They certainly don't roll! Will be purchasing more.,They certainly don't roll! Will be purchasing more.,5/10/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Healing Solutoins Essential Oil Set,Health & Personal Care,1,16,20,N,Y,These are horrible and smell horrible,"These are horrible and smell horrible! They all smell the same and stink coming from the box. Just an example that you get what you pay for. I will be continuing to purchase my oils from the health food store, even at a greater cost.",3/18/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Chewy Charms Oral Motor Tubes With Retractable Lanyard,Health & Personal Care,3,2,3,N,N,Misleading title uses plural.,The presentation of this toy does not make it at all clear that you only get one chew and one lanyard. I cannot believe I paid 12.50 for a piece of chewy material and a lanyard. Really? My son is going to be so disappointed that there is just a yellow fish. :(,9/2/2011,1,0,0,1,0,0,0,0,0,1,0,0,0
Optimum Nutrition Serious Mass,Health & Personal Care,3,0,1,N,Y,"You can mix up to about a scoop of this in a shaker, no more","I'm still not sure what my final opinion of this product will be. You will usually need a blender to mix this. Taste is okay, I usually mix fruit in it so I'm not too picky about the taste just as long as it isn't a bad chocolate flavor. Seems like it definitely helps me hit calorie totals; I do a lot of cardio stuff in addition to free weight training and products like this make it easy to get the extra needed calories even if I'd rather eat real food. It's the convenience factor that makes this product valuable.",0,0,0,0,0,0,0,0,0,0,1,0,0,0
Salonpas Deep Pain Relieving Gel 2.75oz,Health & Personal Care,5,0,0,N,Y,Five Stars,Great product,2/24/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Alacer Emergen-C Immune Plus System Support with Vitamin D Blueberry Acai -- 30 Packets,Health & Personal Care,5,6,7,N,N,Excellent Product,"Folks, this is my favorite flavor of emergen-c! I was so surprised to read the reviews on the taste and smell, that I had to write a quick review.<br /><br />I personally do not like most of the emergen-c flavors that people like, but I kept drinking it, knowing all the benefits. Then, I finally found a taste I love and can drink with pleasure...this one. I guess this stuff is very taste specific...just find the flavor that suits your palette best and drink up! ;-)<br /><br />For those of you that might not know much about this product, here are a few facts:<br />1. It contains bio-available forms of certain vitamins and minerals (for instance, C is included in zinc ascorbate and chromium ascobate forms)<br />2. It does NOT contain aspartame or sucralose las in Airbourne; instead, it uses stevia.<br />3. It contains no artificial colors, flavors, or preservatives.<br />4. It contains 1000IU of vitmain D3 without including a potentially dangerous level of vitamin A palimate (also in Airbourn)<br /><br />This is truly a superior product in terms of vitamins and minerals when compared to its competitors. Now all you need to do is find a flavor you love. Good luck!",3/12/2014,0,0,0,0,0,0,0,0,1,1,0,0,1
American Health Original Papaya Enzymes,Health & Personal Care,5,0,0,N,Y,Five Stars,"Great price, and fast delivery!",7/12/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
HoMedics BKK-100 Therapist Select Shiatsu Spot Massaging Cushion,Health & Personal Care,5,7,7,N,N,Great Product!,"Absolutely gets the knots out. Able to move it around to various spots. Not quite the same experience as the one that moves up and down your back, but if you have a particular area that needs work, you can't beat it.",2/24/2006,0,0,0,0,0,0,0,0,0,1,0,0,1
Andis Black Master Clipper 01795,Health & Personal Care,2,1,6,N,Y,Do not waste your money,Too loud and noisy. Do not waste your money.,7/16/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"OxiClean Liquid Stain Remover, 21.5 oz (Pack of 2)",Health & Personal Care,4,0,0,N,Y,Cleans well,Works very well on stains and extra soil. You do need to put it<br />on a few minutes before you start your laundry. Not good to leave<br />it on too long.,12/6/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Two's Company - Shop Happy Market Bag in Pouch, Red",Health & Personal Care,5,0,0,N,Y,Great bag for light shopping,"When you need a bag, but don't want to buy one. Just have a few items this is your bag. I keep it in my jacket when waking in case I stop and pick up a few things. I bought two, one for my neighbor. Good buy!!",2/23/2014,1,0,0,0,0,0,0,0,0,1,0,0,0
FoodScience of Vermont - Sea Mussel,Health & Personal Care,1,0,10,N,Y,poop in a capsule,they put poop in a capsule and branded it as sea mussels. POOP. Terrible. Might as well have eaten sugar capsules.,4/5/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Shibari Premium Personal Lubricant, Water Based Lube, 8 Ounce Bottle",Health & Personal Care,4,0,0,N,Y,Four Stars,"Very slick at first, but does not last very long.",6/16/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Booty Parlor Flirty Little Secret Perfume Oil with Pheromones (0.33oz/10ml),Health & Personal Care,3,0,0,N,Y,I don't smell anything,I can't smell anything!,4/6/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eden Pond Ketones 250mg Highest Quality Capsules, Raspberry, 120 Count",Health & Personal Care,1,2,4,N,Y,no effect after a month,"I am trying to lose a few (8-10 lbs) to get down to my ideal weight of 120. I eat healthy and exercise lightly (eliptical) four times a week. I have been having trouble reaching goal even with using my fit bit tracker, so I thought I 'd give the ketones a try. Î‘fter all the reviews were excellent. Well, I gave it a month, tried both the pills and the drops. I even added Tonalin CLA but I didn't lose an ounce. The shipping and service was fine, but the ketones didn't seem to work for me. If you are close to your ideal weight it may not be the best choice. I wasted my money!",1/30/2013,0,0,0,0,0,0,0,0,0,1,0,0,1
Quilted Northern Ultra Plush Bath Tissue,Health & Personal Care,5,0,0,N,Y,Five Stars,Great product!,2/18/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
"Stony Brook Body Lotion Unscented, 16 Fluid Ounce",Health & Personal Care,5,0,0,N,Y,Five Stars,great item recomend,2/10/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
[Cervical Neck Traction Device],Health & Personal Care,1,2,2,N,Y,Defective,"Received product in a blank white box with no manufacturer information no fancy packaging and a very generic typed out instruction sheet, which wouldn't have mattered much but when I went to pump it up it sprang a leak right off the bat and deflated after about 5 seconds. I was really disappointed as I suffer chronic neck pain and chiro suggested it. I couldn't even contact the seller or manufacturer as I had no info on or in the box. Be careful or you might be in for more of an expense to send it back!",1/29/2013,0,0,0,1,0,0,0,0,0,1,0,0,1
"Penetrex - Pain Relief Cream, 2 Oz :: Ranked #1 in Medications & Treatments 5 Years Running. 100% Unconditionally Guaranteed.",Health & Personal Care,5,1,1,N,Y,"Great, natural product that helps with inflammation and pain","Great, natural product that helps with inflammation and pain. I used on a torn tendon and it has helped me heal. Tendons can be tough to heal without surgery but I feel this cream has helped. I also used on an inflammed bursa on the back of my heel and the lump is completely gone. Don't expect overnight relief, it is not a miracle (healing takes patience) but with consistent use I found it to be very helpful.",3/2/2015,0,0,0,0,0,0,0,0,0,1,0,0,1
Dermatend Skin Tag Remover: Removes up to 4 Skin Tags. Works in As Little As 8 Hours. 60 Day Guarantee. 100% Natural.,Health & Personal Care,2,0,0,N,Y,It did not work entirely for me,"I tried this product on my mole in the center of my chest...<br />and even though it &#34;leveled&#34; it somewhat, it did not completely remove the mole from me.<br /><br />I guess I'll have to eventually have a doctor remove mine.",10/22/2010,0,0,0,0,0,0,0,0,0,1,0,0,1
ACDelco Super Alkaline AAA Batteries,Health & Personal Care,5,0,0,N,Y,Five Stars,came as described,4/4/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bottles Innoxa French Blue Gouttes Bleues Eye Lite Drops Eye Lotion,Health & Personal Care,5,8,9,N,Y,The best!,"I have used this product since 1990 when I lived in France. It is magnificent and 100% natural. The only downfall is that once opened, it needs to be used within 30 days.",2/18/2013,0,1,0,0,0,0,0,0,0,1,0,0,0
"Solgar Full Potency Chinese Astragalus Root Vegetable Capsules, 100 Count",Health & Personal Care,4,0,2,N,Y,Four Stars,Good product,3/15/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Fitbit Flex Charging Cable,Health & Personal Care,2,0,0,N,Y,I'm returning it,"This charging cable doesn't work. It lacks the pinhole needed to restart the fitbit. I should have read the description and reviews more carefully. Because it cost as much as an official fitbit charger, I somehow assumed it was the same quality. It isn't and I will be returning it.",8/23/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
LifeSource Automatic Wrist Blood Pressure Monitor (UB-351B),Health & Personal Care,5,0,0,N,Y,Five Stars,Fast service and cuff was exactly as described and shown.,8/15/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
NOW Foods Beta Alanine Powder 500G,Health & Personal Care,5,2,5,N,Y,Great bang for your buck.,"Beta-Alanine is an ingredient backed by science, and NOW Foods provides it in bulk at a great price. If you're looking to dose beta-alanine, you're far better off purchasing it in bulk rather than buying it in a proprietary formula!",4/28/2013,0,0,0,0,0,0,0,0,1,1,0,0,1
Betty Beauty Color for Hair Down There - SUN-BURSTBetty [Health and Beauty],Health & Personal Care,5,0,0,N,Y,Five Stars,the best color they make!!!!!!,8/9/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
"PikStik-Pro Aluminum Reacher, 20 Inch",Health & Personal Care,5,0,0,N,Y,Five Stars,Wish i had measured a bit before purchase but figure i could use another in a longer length.,8/2/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Pure Encapsulations - L-Glutamine 1000 mg 250 vcaps,Health & Personal Care,5,4,6,N,Y,A+ product. We highly recommend it. It really works!,Used in conjunction with Digestion GB to treat Acid reflux and assist with digestion after gallbladder removal. Taken with meal. In our daily regime for 18+ months.,8/26/2014,0,0,0,0,0,0,0,0,0,0,0,0,1
ProLiteÂ® Compressive Knit Ankle Support Series 40-400 Medium Beige,Health & Personal Care,4,1,1,N,Y,"good compression, okay support, tight around front ankle bone.","The fabric is very high quality, stretches well and provides very good compression around the ankle. Much better material than other ankle sleeves I've tried, it seems very solidly made. Support is okay, but you shouldn't depend on an ankle sleeve for support. Inversion sprains are just as likely--you need a sturdy lace-up ankle brace to prevent those. This is for warmth and compression, similar to why bikers wear spandex tights. Support seems better than ankle sleeves with an open heel though, however, the top part of this ankle sleeve digs into the top of my ankle bone, where it creases when I dorsi-flex my ankle. So its uncomfortable when I run with it on. I don't know if it's because of the closed toe design, but i'll update if the crease discomfort goes away after continued use",3/7/2012,0,0,0,0,0,0,0,0,0,1,0,0,1
Remedy Olivamine Skin Repair Cream,Health & Personal Care,5,0,0,N,Y,Best,"Excellent product for skin repair or dry skin. It is not greasy and has a wonderful fragrance. Unfortunately, my dogs like to lick it...",1/19/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
"Thinkmax CR2032 Lithium 3V Batteries, 5 on a card (10 Cards - 50 Batteries)",Health & Personal Care,5,0,0,N,Y,Five Stars,Loved them. Great price.,1/4/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Scrapping&Fat Burning Massager,Health & Personal Care,3,0,0,N,Y,Eh...it's ok as a back massager,Waste of money. Doesn't help with fat burning or cellulite clearing at all. Feels decent as a back massager though so I'll give it 3 stars.,6/26/2015,0,0,0,0,0,0,0,0,0,1,0,0,1
E-Z Weight Loss Pills. Appetite Suppressant Fat Burner. Extra Strong.1 Pill a Day. Active Weight Loss,Health & Personal Care,1,0,8,N,N,Did't work,You'll get sick!,6/9/2015,0,0,0,0,0,0,0,0,0,0,0,0,1
GreenAir Spa Vapor + Advanced Wellness Instant Healthful Mist Therapy,Health & Personal Care,2,0,0,N,N,"was cheap, but broke soon","i liked the price for this diffuser and it worked well for about 3 months. i bought 2 more and they only lasted 6-8 months. sad! not worth the money, ill buy a different brand now",10/10/2013,0,0,0,0,0,0,0,0,1,1,0,0,0
Gillette Fusion Proglide Manual 1 Up Razor,Health & Personal Care,4,0,0,N,N,Easy to handle...handle,"This razor shaves very close, and the handle is comfortable, not too small, not too bulky. Great control for a cut-proof shave",6/3/2013,0,0,0,0,0,0,0,0,0,1,0,0,1
